pmid	year	title	journal	affiliation	country
19237447	2009	ClueGO: a Cytoscape plug-in to decipher functionally grouped gene ontology and pathway annotation networks.	Bioinformatics (Oxford, England)	INSERM, AVENIR Team, Integrative Cancer Immunology, U872, Paris, France.	England
19193966	2009	The interactions of the largest subunit of RNA polymerase II with other cellular proteins: a bioinformatic approach.	Current issues in molecular biology	Southern Illinois University School of Medicine, Department of Biochemistry and Molecular Biology, Carbondale, IL 62901, USA.	England
19144180	2009	BioMart--biological queries made easy.	BMC genomics	Ontario Institute for Cancer Research, MaRS Centre, 101 College Street, Toronto, Ontario, Canada. damian@ebi.ac.uk	United Kingdom
19102773	2008	RPPAML/RIMS: a metadata format and an information management system for reverse phase protein arrays.	BMC bioinformatics	Department of Bioinformatics and Computational Biology, The University of Texas MD Anderson Cancer Center, Houston, TX, USA. rstanisl@mdanderson.org	United States
18978014	2008	Michigan molecular interactions r2: from interacting proteins to pathways.	Nucleic acids research	Center for Computational Medicine and Biology, University of Michigan, Ann Arbor, MI 48109, USA.	United States
18840285	2008	DroID: the Drosophila Interactions Database, a comprehensive resource for annotated gene and protein interactions.	BMC genomics	Center for Molecular Medicine and Genetics, Wayne State University School of Medicine, 540 East Canfield Ave., Detroit, MI 48201, USA. jingkai@wayne.edu	United States
18819078	2008	Exploring biological networks with Cytoscape software.	Current protocols in bioinformatics	University of Toronto, Donnelly Centre for Cellular and Biomolecular Research, Toronto, Ontario, Canada.	United States
18812364	2008	Integrating and annotating the interactome using the MiMI plugin for cytoscape.	Bioinformatics (Oxford, England)	National Center for Integrative Biomedical Informatics, Center for Computational Medicine and Biology, University of Michigan, Ann Arbor, MI 48109, USA.	United States
18779234	2008	OmicsViz: Cytoscape plug-in for visualizing omics data across species.	Bioinformatics (Oxford, England)	Program of Bioinformatics and Computational Biology, Iowa State University, Ames, IA 50010, USA.	England
18769717	2008	Network inference algorithms elucidate Nrf2 regulation of mouse lung oxidative stress.	PLoS computational biology	Computational Biology and Bioinformatics Group, Pacific Northwest National Laboratory, U.S. Department of Energy, Richland, Washington, United States of America. ronald.taylor24@gmail.com	United States
18755046	2008	FERN - a Java framework for stochastic simulation and evaluation of reaction networks.	BMC bioinformatics	LFE Bioinformatik, Institut für Informatik, Ludwig-Maximilians-Universität München, Amalienstrasse 17, München, Germany. erhardf@cip.ifi.lmu.de	England
18710874	2008	Integrating expression data with domain interaction networks.	Bioinformatics (Oxford, England)	Department of Computational Biology and Applied Algorithmics, Max Planck Institute for Informatics, Campus E1.4, 66123 Saarbrücken, Germany.	England
18678589	2008	VistaClara: an expression browser plug-in for Cytoscape.	Bioinformatics (Oxford, England)	Agilent Laboratories, Santa Clara, CA 95051, USA. robert_kincaid@agilent.com	England
18658180	2008	DrugViz: a Cytoscape plugin for visualizing and analyzing small molecule drugs in biological networks.	Bioinformatics (Oxford, England)	State Key Laboratory of Drug Research, Shanghai Institute of Materia Medica, Chinese Academy of Sciences, Pudong, Shanghai, China.	England
18653520	2008	Cytoprophet: a Cytoscape plug-in for protein and domain interaction networks inference.	Bioinformatics (Oxford, England)	Department of Computer Science and Engineering and Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN 46556, USA. cytoprophet@cse.nd.edu	England
18445605	2008	Cytoscape ESP: simple search of complex biological networks.	Bioinformatics (Oxford, England)	Robert H. Smith Institute of Plant Sciences and Genetics in Agriculture, Hebrew University of Jerusalem, Rehovot, Israel. ashkenaz@agri.huji.ac.il	United States
18430989	2008	NetAtlas: a Cytoscape plugin to examine signaling networks based on tissue gene expression.	In silico biology	The Hamner Institutes for Health Sciences, 6 Davis Drive, Research Triangle Park, NC 27709-2137, USA.	United States
18428770	2008	Searching, viewing, and visualizing data in the Biomolecular Interaction Network Database (BIND).	Current protocols in bioinformatics	The Blueprint Initiative, Samuel Lunenfeld Research Institute, Mount Sinai Hospital, Toronto, Ontario, Canada.	United States
18426593	2008	Linking Cytoscape and the corynebacterial reference database CoryneRegNet.	BMC genomics	Center for Biotechnology, Bielefeld University, Bielefeld, Germany. jan.baumbach@cebitec.uni-bielefeld.de	United States
20559448	2008	Proteomics cataloging analysis of human expressed prostatic secretions reveals rich source of biomarker candidates.	Proteomics. Clinical applications	Shanghai Institute of Planned Parenthood Research, Shanghai, China.	United States
20134061	2008	Integrative visual analysis of the effects of alternative splicing on protein domain interaction networks.	Journal of integrative bioinformatics	Department of Computational Biology and Applied Algorithmics, Max Planck Institute for Informatics, Campus E1.4, 66123 Saarbrücken, Germany.	Germany
18024474	2007	BiNoM: a Cytoscape plugin for manipulating and analyzing biological networks.	Bioinformatics (Oxford, England)	Institut Curie, Service de Bioinformatique, 26 rue d'Ulm, F-75248 Paris Cedex 05, France. andrei.zinovyev@curie.fr	England
18021453	2007	The Firegoose: two-way integration of diverse data from different bioinformatics web resources with desktop applications.	BMC bioinformatics	Institute for Systems Biology, 1441 N 34th Street, Seattle, WA 98103, USA. cbare@systemsbiology.org	United States
18006545	2007	Computing topological parameters of biological networks.	Bioinformatics (Oxford, England)	Department of Computational Biology and Applied Algorithmics, Max Planck Institute for Informatics, Stuhlsatzenhausweg 85, 66123 Saarbrücken, Germany.	England
18003642	2007	MetaNetter: inference and visualization of high-resolution metabolomic networks.	Bioinformatics (Oxford, England)	UMR1089 Xénobiotiques INRA-ENVT, 180 chemin de Tournefeuille, St-Martin-du-Touch, BP3 31931 Toulouse, France. Fabien.Jourdan@toulouse.inra.fr	England
17953753	2007	Genes involved in TGF beta1-driven epithelial-mesenchymal transition of renal epithelial cells are topologically related in the human interactome map.	BMC genomics	CRIBI Biotechnology Center, Department of Biology, University of Padova, Italy. stefano.campanaro@unipd.it	England
17947979	2007	Integration of biological networks and gene expression data using Cytoscape.	Nature protocols	Institut Pasteur, 25-28 rue du Docteur Roux, 75724 Paris cedex 15, France.	United States
17720984	2007	Tools for visually exploring biological networks.	Bioinformatics (Oxford, England)	McGill Centre for Bioinformatics, 3775 University Street, Montreal, QCH3A 2B4, Canada. msuder@mcb.mcgill.ca	England
17644818	2007	APID2NET: unified interactome graphic analyzer.	Bioinformatics (Oxford, England)	Bioinformatics and Functional Genomics Research Group, Cancer Research Center (IBMCC-CIC, CSIC-USAL), Salamanca, Spain.	England
17623706	2007	structureViz: linking Cytoscape and UCSF Chimera.	Bioinformatics (Oxford, England)	Department of Pharmaceutical Chemistry, University of California, San Francisco, USA. scooter@cgl.ucsf.edu	United States
17553858	2007	The MiSink Plugin: Cytoscape as a graphical interface to the Database of Interacting Proteins.	Bioinformatics (Oxford, England)	UCLA-DOE Institute for Genomics &amp; Proteomics, Department of Chemistry, Howard Hughes Medical Institute, Box 951570, UCLA, Los Angeles, CA 90095, USA. lukasz@mbi.ucla.edu	United States
17500038	2007	CABIN: collective analysis of biological interaction networks.	Computational biology and chemistry	Computational Biology and Bioinformatics, Pacific Northwest National Laboratory, Richland, WA 99352, USA. mudita.singhal@pnl.gov	England
17392333	2007	Cyclone: java-based querying and computing with Pathway/Genome databases.	Bioinformatics (Oxford, England)	Computational Systems Biology Group, Genoscope/CNRS-UMR8030, 2 rue Gaston Crémieux, 91057 Evry Cedex, France.	England
17309895	2007	Cerebral: a Cytoscape plugin for layout of and interaction with biological networks using subcellular localization annotation.	Bioinformatics (Oxford, England)	Department of Computer Science, University of British Columbia, Vancouver, British Columbia, Canada.	England
17277332	2007	NetMatch: a Cytoscape plugin for searching biological networks.	Bioinformatics (Oxford, England)	Dipartimento di Matematica e Informatica, Università di Catania, Viale A. Doria 6, I-95125 Catania, Italy. ferro@dmi.unict.it	England
17172291	2006	The rice kinase database. A phylogenomic database for the rice kinome.	Plant physiology	United States Department of Agriculture-Agricultural Research Service, Appalachian Fruit Research Station, Kearneysville, West Virginia 25430, USA.	United States
17169983	2006	T1DBase: integration and presentation of complex data for type 1 diabetes research.	Nucleic acids research	Institute for Systems Biology, Seattle, WA, USA. EHulbert@systemsbiology.org	United Kingdom
17138585	2006	BioNetBuilder: automatic integration of biological networks.	Bioinformatics (Oxford, England)	Department of Biology, New York University, New York, NY, USA. iliana_avila-campillo@merck.com	England
17127678	2006	GOlorize: a Cytoscape plug-in for network visualization with Gene Ontology-based layout and coloring.	Bioinformatics (Oxford, England)	Systems Biology Unit, Institut Pasteur, 75724 Paris Cedex 15, France.	England
17101041	2006	cPath: open source software for collecting, storing, and querying biological pathways.	BMC bioinformatics	Computational Biology Center, Memorial Sloan-Kettering Cancer Center 1275 York Avenue, Box 460, New York, NY 10021, USA. cpath-bmc@cbio.mskcc.org	England
17021160	2006	The tYNA platform for comparative interactomics: a web tool for managing, comparing and mining multiple networks.	Bioinformatics (Oxford, England)	Department of Computer Science, Yale University, New Haven, CT 06511, USA.	England
16939803	2006	Visualizing networks.	Methods in enzymology	Bioinformatics and Research Computing, Whitehead Institute for Biomedical Research, Cambridge, MA, USA.	United States
16921162	2006	GenePro: a Cytoscape plug-in for advanced visualization and analysis of interaction networks.	Bioinformatics (Oxford, England)	Structural Biology and Biochemistry Program, The Hospital for Sick Children, 555 University Avenue, Toronto, Ontario M5G 1X8, Canada.	England
